"","participant.id_in_session","subsession.round_number","player.xchoice","player.ychoice","player.consume","player.rollo","group.qx","group.qy","group.price","tre","session","rosa"
"1431",11,42,77,201.77,435.17,2,270,818.4,3,0,104,1
"1432",12,42,41,288.43,412.73,2,270,818.4,3,0,104,1
"1433",13,42,80.5,187.61,431.61,2,270,818.4,3,0,104,1
"1434",14,42,56.5,260.92,142.6,1,270,818.4,3,0,104,1
"1435",15,42,76.5,203.66,143.7,1,270,818.4,3,0,104,1
"1436",16,42,71.5,221.08,437.78,2,270,818.4,3,0,104,1
"1437",9,43,50,273.86,404.36,2,302.5,789.5,2.6,0,104,1
"1438",10,43,90.5,134.53,370.73,2,302.5,789.5,2.6,0,104,1
"1439",11,43,78.5,195.9,153.6,1,302.5,789.5,2.6,0,104,1
"1440",12,43,71,222.69,156.3,1,302.5,789.5,2.6,0,104,1
"1441",13,43,77,201.77,154.3,1,302.5,789.5,2.6,0,104,1
"1442",14,43,84.5,169.11,149.3,1,302.5,789.5,2.6,0,104,1
"1443",15,43,91.5,127.58,366.38,2,302.5,789.5,2.6,0,104,1
"1444",16,43,70.5,224.27,408.27,2,302.5,789.5,2.6,0,104,1
"1445",9,44,39.5,290.51,394.81,2,307,810.6,2.6,0,104,1
"1446",10,44,90,137.84,375.44,2,307,810.6,2.6,0,104,1
"1447",11,44,79.5,191.83,401.73,2,307,810.6,2.6,0,104,1
"1448",12,44,91,131.11,140.7,1,307,810.6,2.6,0,104,1
"1449",13,44,80.5,187.61,151.6,1,307,810.6,2.6,0,104,1
"1450",14,44,83,176.38,149.8,1,307,810.6,2.6,0,104,1
"1451",15,44,7,315.45,126.5,1,307,810.6,2.6,0,104,1
"1452",16,44,98,62.93,321.63,2,307,810.6,2.6,0,104,1
"1453",9,45,30.5,301.16,381.76,2,297.5,785.9,2.6,0,104,1
"1454",10,45,89.5,141.06,377.46,2,297.5,785.9,2.6,0,104,1
"1455",11,45,78,197.89,403.99,2,297.5,785.9,2.6,0,104,1
"1456",12,45,68,231.86,155.8,1,297.5,785.9,2.6,0,104,1
"1457",13,45,81,185.45,151.2,1,297.5,785.9,2.6,0,104,1
"1458",14,45,82,181,150.5,1,297.5,785.9,2.6,0,104,1
"1459",15,45,99.5,31.58,294.48,2,297.5,785.9,2.6,0,104,1
"1460",16,45,80.5,187.61,151.5,1,297.5,785.9,2.6,0,104,1
"1461",9,46,62,248.11,189.3,1,335,652.8,1.9,0,104,1
"1462",10,46,90.5,134.53,159.5,1,335,652.8,1.9,0,104,1
"1463",11,46,77.5,199.84,180.1,1,335,652.8,1.9,0,104,1
"1464",12,46,97.5,70.27,133.6,1,335,652.8,1.9,0,104,1
"1465",13,46,86.5,158.67,327.17,2,335,652.8,1.9,0,104,1
"1466",14,46,80.5,187.61,344.51,2,335,652.8,1.9,0,104,1
"1467",15,46,93.5,112.15,294.35,2,335,652.8,1.9,0,104,1
"1468",16,46,74.5,210.94,356.14,2,335,652.8,1.9,0,104,1
"1469",9,47,77,201.77,425.67,2,248,721.2,2.9,0,104,1
"1470",10,47,90,137.84,137.4,1,248,721.2,2.9,0,104,1
"1471",11,47,77,201.77,146.4,1,248,721.2,2.9,0,104,1
"1472",12,47,60.5,251.79,427.69,2,248,721.2,2.9,0,104,1
"1473",13,47,79.5,191.83,145.5,1,248,721.2,2.9,0,104,1
"1474",14,47,80,189.74,145.2,1,248,721.2,2.9,0,104,1
"1475",15,47,60.5,251.79,427.69,2,248,721.2,2.9,0,104,1
"1476",16,47,50,273.86,419.26,2,248,721.2,2.9,0,104,1
"1477",9,48,45.5,281.6,418.6,2,260,782.8,3,0,104,1
"1478",10,48,90,137.84,135.8,1,260,782.8,3,0,104,1
"1479",11,48,98,62.93,358.03,2,260,782.8,3,0,104,1
"1480",12,48,65.5,238.95,144.9,1,260,782.8,3,0,104,1
"1481",13,48,90,137.84,135.8,1,260,782.8,3,0,104,1
"1482",14,48,53,268.16,142.1,1,260,782.8,3,0,104,1
"1483",15,48,72,219.45,436.25,2,260,782.8,3,0,104,1
"1484",16,48,44.5,283.19,417.19,2,260,782.8,3,0,104,1
"1485",9,49,82.5,178.71,423.21,2,291.5,863.8,3,0,104,1
"1486",10,49,90.5,134.53,135.9,1,291.5,863.8,3,0,104,1
"1487",11,49,78.5,195.9,428.5,2,291.5,863.8,3,0,104,1
"1488",12,49,70.5,224.27,146.2,1,291.5,863.8,3,0,104,1
"1489",13,49,80.5,187.61,426.11,2,291.5,863.8,3,0,104,1
"1490",14,49,56,261.99,144.4,1,291.5,863.8,3,0,104,1
"1491",15,49,64,242.98,146,1,291.5,863.8,3,0,104,1
"1492",16,49,50,273.86,422.06,2,291.5,863.8,3,0,104,1
"1493",9,50,58.5,256.47,163,1,355.5,872.2,2.5,0,104,1
"1494",10,50,90.5,134.53,145.3,1,355.5,872.2,2.5,0,104,1
"1495",11,50,78.5,195.9,388.5,2,355.5,872.2,2.5,0,104,1
"1496",12,50,99,44.61,287.51,2,355.5,872.2,2.5,0,104,1
"1497",13,50,79.5,191.83,386.83,2,355.5,872.2,2.5,0,104,1
"1498",14,50,59,255.32,163.1,1,355.5,872.2,2.5,0,104,1
"1499",15,50,98.5,54.57,296.27,2,355.5,872.2,2.5,0,104,1
"1500",16,50,70,225.83,162.1,1,355.5,872.2,2.5,0,104,1
"1501",1,1,67.5,233.32,158,1,333.5,860,2.6,0,105,1
"1502",2,1,60.5,251.79,158.1,1,333.5,860,2.6,0,105,1
"1503",3,1,70.5,224.27,406.07,2,333.5,860,2.6,0,105,1
"1504",4,1,79,193.88,154.2,1,333.5,860,2.6,0,105,1
"1505",5,1,95.5,93.79,340.09,2,333.5,860,2.6,0,105,1
"1506",6,1,70.5,224.27,406.07,2,333.5,860,2.6,0,105,1
"1507",7,1,97,76.88,326.98,2,333.5,860,2.6,0,105,1
"1508",8,1,82,181,152.2,1,333.5,860,2.6,0,105,1
"1509",1,2,82,181,413.2,2,285,806.9,2.8,0,105,1
"1510",2,2,62,248.11,149.6,1,285,806.9,2.8,0,105,1
"1511",3,2,50,273.86,146.7,1,285,806.9,2.8,0,105,1
"1512",4,2,99,44.61,114.8,1,285,806.9,2.8,0,105,1
"1513",5,2,89,144.19,396.19,2,285,806.9,2.8,0,105,1
"1514",6,2,65,240.31,149.9,1,285,806.9,2.8,0,105,1
"1515",7,2,16,312.15,357.45,2,285,806.9,2.8,0,105,1
"1516",8,2,98,62.93,340.43,2,285,806.9,2.8,0,105,1
"1517",1,3,88,150.2,384,2,331.5,880.6,2.7,0,105,1
"1518",2,3,65,240.31,155.5,1,331.5,880.6,2.7,0,105,1
"1519",3,3,99.5,31.58,295.88,2,331.5,880.6,2.7,0,105,1
"1520",4,3,62.5,246.86,155.4,1,331.5,880.6,2.7,0,105,1
"1521",5,3,86.5,158.67,146.2,1,331.5,880.6,2.7,0,105,1
"1522",6,3,67,234.76,155.4,1,331.5,880.6,2.7,0,105,1
"1523",7,3,72.5,217.8,410.4,2,331.5,880.6,2.7,0,105,1
"1524",8,3,71.5,221.08,410.98,2,331.5,880.6,2.7,0,105,1
"1525",1,4,68.5,230.39,133.6,1,278.5,986,3.5,0,105,1
"1526",2,4,67.5,233.32,133.4,1,278.5,986,3.5,0,105,1
"1527",3,4,50.5,272.94,127.6,1,278.5,986,3.5,0,105,1
"1528",4,4,40.5,289.13,432.53,2,278.5,986,3.5,0,105,1
"1529",5,4,93,116.23,445.53,2,278.5,986,3.5,0,105,1
"1530",6,4,75,209.17,474.67,2,278.5,986,3.5,0,105,1
"1531",7,4,61.5,249.35,131.9,1,278.5,986,3.5,0,105,1
"1532",8,4,70,225.83,473.63,2,278.5,986,3.5,0,105,1
"1533",1,5,84,171.58,425.48,2,241.5,729.9,3,0,105,1
"1534",2,5,71,222.69,144.7,1,241.5,729.9,3,0,105,1
"1535",3,5,99.5,31.58,109.9,1,241.5,729.9,3,0,105,1
"1536",4,5,22.5,308.12,376.12,2,241.5,729.9,3,0,105,1
"1537",5,5,35.5,295.63,402.93,2,241.5,729.9,3,0,105,1
"1538",6,5,77,201.77,143.8,1,241.5,729.9,3,0,105,1
"1539",7,5,99.5,31.58,332.28,2,241.5,729.9,3,0,105,1
"1540",8,5,50,273.86,140.6,1,241.5,729.9,3,0,105,1
"1541",1,6,39.5,290.51,401.51,2,244,685.6,2.8,0,105,1
"1542",2,6,74,212.7,420.6,2,244,685.6,2.8,0,105,1
"1543",3,6,70.5,224.27,422.37,2,244,685.6,2.8,0,105,1
"1544",4,6,60,252.98,421.58,2,244,685.6,2.8,0,105,1
"1545",5,6,90,137.84,139.1,1,244,685.6,2.8,0,105,1
"1546",6,6,81,185.45,147,1,244,685.6,2.8,0,105,1
"1547",7,6,75,209.17,149.4,1,244,685.6,2.8,0,105,1
"1548",8,6,87.5,153.09,142,1,244,685.6,2.8,0,105,1
"1549",1,7,88,150.2,135.7,1,264,832,3.2,0,105,1
"1550",2,7,70,225.83,446.43,2,264,832,3.2,0,105,1
"1551",3,7,70.5,224.27,446.47,2,264,832,3.2,0,105,1
"1552",4,7,53,268.16,138.1,1,264,832,3.2,0,105,1
"1553",5,7,94,107.89,128.2,1,264,832,3.2,0,105,1
"1554",6,7,41.5,287.71,418.51,2,264,832,3.2,0,105,1
"1555",7,7,25.5,305.77,122.5,1,264,832,3.2,0,105,1
"1556",8,7,82,181,439.4,2,264,832,3.2,0,105,1
"1557",1,8,85.5,164,130.8,1,234,847.9,3.6,0,105,1
"1558",2,8,66,237.57,131.6,1,234,847.9,3.6,0,105,1
"1559",3,8,70.5,224.27,479.77,2,234,847.9,3.6,0,105,1
"1560",4,8,47.5,278.28,450.38,2,234,847.9,3.6,0,105,1
"1561",5,8,57.5,258.72,128.9,1,234,847.9,3.6,0,105,1
"1562",6,8,45.5,281.6,446.5,2,234,847.9,3.6,0,105,1
"1563",7,8,80.5,187.61,132.3,1,234,847.9,3.6,0,105,1
"1564",8,8,70.5,224.27,479.77,2,234,847.9,3.6,0,105,1
"1565",1,9,40.5,289.13,447.93,2,196.5,770.4,3.9,0,105,1
"1566",2,9,70,225.83,127.6,1,196.5,770.4,3.9,0,105,1
"1567",3,9,70.5,224.27,127.7,1,196.5,770.4,3.9,0,105,1
"1568",4,9,41.5,287.71,450.41,2,196.5,770.4,3.9,0,105,1
"1569",5,9,99,44.61,110.4,1,196.5,770.4,3.9,0,105,1
"1570",6,9,49,275.66,119.3,1,196.5,770.4,3.9,0,105,1
"1571",7,9,53.5,267.17,476.87,2,196.5,770.4,3.9,0,105,1
"1572",8,9,61,250.58,489.68,2,196.5,770.4,3.9,0,105,1
"1573",1,10,40,289.83,101.1,1,248,1175.8,4.7,0,105,1
"1574",2,10,74,212.7,563.5,2,248,1175.8,4.7,0,105,1
"1575",3,10,40,289.83,101.1,1,248,1175.8,4.7,0,105,1
"1576",4,10,33.5,297.96,456.76,2,248,1175.8,4.7,0,105,1
"1577",5,10,26.5,304.92,90.8,1,248,1175.8,4.7,0,105,1
"1578",6,10,80.5,187.61,569.31,2,248,1175.8,4.7,0,105,1
"1579",7,10,39,291.19,100.4,1,248,1175.8,4.7,0,105,1
"1580",8,10,60,252.98,537.48,2,248,1175.8,4.7,0,105,1
"1581",1,11,60.5,251.79,466.79,2,247,877.8,3.6,0,105,1
"1582",2,11,70,225.83,133.5,1,247,877.8,3.6,0,105,1
"1583",3,11,75,209.17,133.9,1,247,877.8,3.6,0,105,1
"1584",4,11,26.5,304.92,112.3,1,247,877.8,3.6,0,105,1
"1585",5,11,90,137.84,128.8,1,247,877.8,3.6,0,105,1
"1586",6,11,82,181,472.4,2,247,877.8,3.6,0,105,1
"1587",7,11,44.5,283.19,441.29,2,247,877.8,3.6,0,105,1
"1588",8,11,60,252.98,466.18,2,247,877.8,3.6,0,105,1
"1589",1,12,55,264.1,121.8,1,223,881.5,4,0,105,1
"1590",2,12,73.5,214.42,127.7,1,223,881.5,4,0,105,1
"1591",3,12,65.5,238.95,126,1,223,881.5,4,0,105,1
"1592",4,12,29.5,302.15,418.75,2,223,881.5,4,0,105,1
"1593",5,12,86,161.37,501.27,2,223,881.5,4,0,105,1
"1594",6,12,85.5,164,127,1,223,881.5,4,0,105,1
"1595",7,12,31.5,300.13,424.63,2,223,881.5,4,0,105,1
"1596",8,12,76,205.52,505.92,2,223,881.5,4,0,105,1
"1597",1,13,47.5,278.28,129.8,1,325.5,1100.9,3.4,0,105,1
"1598",2,13,77,201.77,462.17,2,325.5,1100.9,3.4,0,105,1
"1599",3,13,70.5,224.27,462.67,2,325.5,1100.9,3.4,0,105,1
"1600",4,13,33.5,297.96,121.6,1,325.5,1100.9,3.4,0,105,1
"1601",5,13,96.5,82.93,409.33,2,325.5,1100.9,3.4,0,105,1
"1602",6,13,81.5,183.24,458.84,2,325.5,1100.9,3.4,0,105,1
"1603",7,13,7,315.45,100.3,1,325.5,1100.9,3.4,0,105,1
"1604",8,13,75,209.17,136.8,1,325.5,1100.9,3.4,0,105,1
"1605",1,14,43.5,284.74,129.6,1,279.5,924.3,3.3,0,105,1
"1606",2,14,73.5,214.42,457.52,2,279.5,924.3,3.3,0,105,1
"1607",3,14,70.5,224.27,138.3,1,279.5,924.3,3.3,0,105,1
"1608",4,14,27,304.48,393.78,2,279.5,924.3,3.3,0,105,1
"1609",5,14,97.5,70.27,392.67,2,279.5,924.3,3.3,0,105,1
"1610",6,14,81.5,183.24,452.74,2,279.5,924.3,3.3,0,105,1
"1611",7,14,16.5,311.89,110.8,1,279.5,924.3,3.3,0,105,1
"1612",8,14,94.5,103.43,125.8,1,279.5,924.3,3.3,0,105,1
"1613",1,15,41,288.43,143.5,1,269,757,2.8,0,105,1
"1614",2,15,70,225.83,422.83,2,269,757,2.8,0,105,1
"1615",3,15,70.5,224.27,150.2,1,269,757,2.8,0,105,1
"1616",4,15,21.5,308.83,369.33,2,269,757,2.8,0,105,1
"1617",5,15,97,76.88,349.88,2,269,757,2.8,0,105,1
"1618",6,15,80.5,187.61,414.11,2,269,757,2.8,0,105,1
"1619",7,15,98.5,54.57,117.9,1,269,757,2.8,0,105,1
"1620",8,15,80,189.74,147.4,1,269,757,2.8,0,105,1
"1621",1,16,71.5,221.08,431.38,2,270,794.2,2.9,0,105,1
"1622",2,16,80.5,187.61,144.3,1,270,794.2,2.9,0,105,1
"1623",3,16,96,88.54,370.94,2,270,794.2,2.9,0,105,1
"1624",4,16,17.5,311.35,362.85,2,270,794.2,2.9,0,105,1
"1625",5,16,86,161.37,140.9,1,270,794.2,2.9,0,105,1
"1626",6,16,81.5,183.24,143.8,1,270,794.2,2.9,0,105,1
"1627",7,16,56,261.99,145.1,1,270,794.2,2.9,0,105,1
"1628",8,16,85,166.58,416.58,2,270,794.2,2.9,0,105,1
"1629",1,17,10,314.64,344.04,2,253,742.8,2.9,0,105,1
"1630",2,17,78.5,195.9,145.2,1,253,742.8,2.9,0,105,1
"1631",3,17,70.5,224.27,431.27,2,253,742.8,2.9,0,105,1
"1632",4,17,12.5,313.75,119.4,1,253,742.8,2.9,0,105,1
"1633",5,17,88,150.2,139.2,1,253,742.8,2.9,0,105,1
"1634",6,17,96.5,82.93,124.7,1,253,742.8,2.9,0,105,1
"1635",7,17,95,98.74,377.64,2,253,742.8,2.9,0,105,1
"1636",8,17,77.5,199.84,427.34,2,253,742.8,2.9,0,105,1
"1637",1,18,71.5,221.08,155.8,1,312,818.2,2.6,0,105,1
"1638",2,18,78.5,195.9,153.2,1,312,818.2,2.6,0,105,1
"1639",3,18,70.5,224.27,409.17,2,312,818.2,2.6,0,105,1
"1640",4,18,15,312.65,134.2,1,312,818.2,2.6,0,105,1
"1641",5,18,96,88.54,129.8,1,312,818.2,2.6,0,105,1
"1642",6,18,75,209.17,405.87,2,312,818.2,2.6,0,105,1
"1643",7,18,89,144.19,377.59,2,312,818.2,2.6,0,105,1
"1644",8,18,77.5,199.84,403.04,2,312,818.2,2.6,0,105,1
"1645",1,19,83,176.38,143.5,1,319,930.5,2.9,0,105,1
"1646",2,19,76.5,203.66,146.3,1,319,930.5,2.9,0,105,1
"1647",3,19,72.5,217.8,429.3,2,319,930.5,2.9,0,105,1
"1648",4,19,19.5,310.16,125.8,1,319,930.5,2.9,0,105,1
"1649",5,19,85,166.58,414.48,2,319,930.5,2.9,0,105,1
"1650",6,19,76,205.52,427.22,2,319,930.5,2.9,0,105,1
"1651",7,19,85.5,164,413.4,2,319,930.5,2.9,0,105,1
"1652",8,19,65,240.31,147.4,1,319,930.5,2.9,0,105,1
"1653",1,20,56,261.99,145.6,1,328.5,960.8,2.9,0,105,1
"1654",2,20,80,189.74,423.74,2,328.5,960.8,2.9,0,105,1
"1655",3,20,70.5,224.27,430.47,2,328.5,960.8,2.9,0,105,1
"1656",4,20,16.5,311.89,123.1,1,328.5,960.8,2.9,0,105,1
"1657",5,20,98,62.93,349.53,2,328.5,960.8,2.9,0,105,1
"1658",6,20,76.5,203.66,146.1,1,328.5,960.8,2.9,0,105,1
"1659",7,20,81.5,183.24,144.2,1,328.5,960.8,2.9,0,105,1
"1660",8,20,80,189.74,423.74,2,328.5,960.8,2.9,0,105,1
"1661",1,21,79.5,191.83,159.8,1,289,690,2.4,0,105,1
"1662",2,21,76.5,203.66,161.8,1,289,690,2.4,0,105,1
"1663",3,21,70.5,224.27,164.4,1,289,690,2.4,0,105,1
"1664",4,21,24.5,306.59,365.09,2,289,690,2.4,0,105,1
"1665",5,21,94.5,103.43,329.03,2,289,690,2.4,0,105,1
"1666",6,21,97.5,70.27,126.9,1,289,690,2.4,0,105,1
"1667",7,21,95,98.74,325.54,2,289,690,2.4,0,105,1
"1668",8,21,75,209.17,388.27,2,289,690,2.4,0,105,1
"1669",1,22,41.5,287.71,127.1,1,291.5,979.2,3.4,0,105,1
"1670",2,22,81.5,183.24,457.04,2,291.5,979.2,3.4,0,105,1
"1671",3,22,70.5,224.27,137.3,1,291.5,979.2,3.4,0,105,1
"1672",4,22,20.5,309.51,378.41,2,291.5,979.2,3.4,0,105,1
"1673",5,22,91.5,127.58,434.98,2,291.5,979.2,3.4,0,105,1
"1674",6,22,64,242.98,136.3,1,291.5,979.2,3.4,0,105,1
"1675",7,22,98,62.93,392.13,2,291.5,979.2,3.4,0,105,1
"1676",8,22,70.5,224.27,137.3,1,291.5,979.2,3.4,0,105,1
"1677",1,23,31,300.65,421.35,2,206.5,804,3.9,0,105,1
"1678",2,23,75,209.17,501.17,2,206.5,804,3.9,0,105,1
"1679",3,23,30.5,301.16,107.9,1,206.5,804,3.9,0,105,1
"1680",4,23,14,313.11,367.61,2,206.5,804,3.9,0,105,1
"1681",5,23,97,76.88,116.7,1,206.5,804,3.9,0,105,1
"1682",6,23,66.5,236.17,127.2,1,206.5,804,3.9,0,105,1
"1683",7,23,86.5,158.67,495.47,2,206.5,804,3.9,0,105,1
"1684",8,23,80,189.74,128.7,1,206.5,804,3.9,0,105,1
"1685",1,24,21,309.18,118,1,255,812.7,3.2,0,105,1
"1686",2,24,85,166.58,137.3,1,255,812.7,3.2,0,105,1
"1687",3,24,70.5,224.27,448.97,2,255,812.7,3.2,0,105,1
"1688",4,24,34,297.39,405.79,2,255,812.7,3.2,0,105,1
"1689",5,24,87,155.92,135.9,1,255,812.7,3.2,0,105,1
"1690",6,24,82,181,138.8,1,255,812.7,3.2,0,105,1
"1691",7,24,75.5,207.36,447.96,2,255,812.7,3.2,0,105,1
"1692",8,24,75,209.17,448.17,2,255,812.7,3.2,0,105,1
"1693",1,25,70,225.83,150.9,1,347.5,969.7,2.8,0,105,1
"1694",2,25,90,137.84,388.94,2,347.5,969.7,2.8,0,105,1
"1695",3,25,70.5,224.27,150.9,1,347.5,969.7,2.8,0,105,1
"1696",4,25,72,219.45,150.6,1,347.5,969.7,2.8,0,105,1
"1697",5,25,98,62.93,336.43,2,347.5,969.7,2.8,0,105,1
"1698",6,25,88,150.2,395.8,2,347.5,969.7,2.8,0,105,1
"1699",7,25,31.5,300.13,139.1,1,347.5,969.7,2.8,0,105,1
"1700",8,25,71.5,221.08,420.58,2,347.5,969.7,2.8,0,105,1
"1701",1,26,88,150.2,343.2,2,311,682.1,2.2,0,105,1
"1702",2,26,75,209.17,170.4,1,311,682.1,2.2,0,105,1
"1703",3,26,70.5,224.27,378.87,2,311,682.1,2.2,0,105,1
"1704",4,26,35,296.23,170.1,1,311,682.1,2.2,0,105,1
"1705",5,26,95.5,93.79,138.3,1,311,682.1,2.2,0,105,1
"1706",6,26,96.5,82.93,134.3,1,311,682.1,2.2,0,105,1
"1707",7,26,92.5,120.16,323.06,2,311,682.1,2.2,0,105,1
"1708",8,26,60,252.98,384.58,2,311,682.1,2.2,0,105,1
"1709",1,27,19,310.47,107.9,1,280.5,979.8,3.5,0,105,1
"1710",2,27,73,216.12,134.9,1,280.5,979.8,3.5,0,105,1
"1711",3,27,70.5,224.27,134.7,1,280.5,979.8,3.5,0,105,1
"1712",4,27,40,289.83,429.53,2,280.5,979.8,3.5,0,105,1
"1713",5,27,96,88.54,423.84,2,280.5,979.8,3.5,0,105,1
"1714",6,27,57,259.83,458.93,2,280.5,979.8,3.5,0,105,1
"1715",7,27,87.5,153.09,458.69,2,280.5,979.8,3.5,0,105,1
"1716",8,27,69,228.89,134.5,1,280.5,979.8,3.5,0,105,1
"1717",1,28,80,189.74,140.7,1,297.5,930.5,3.1,0,105,1
"1718",2,28,78,197.89,441.89,2,297.5,930.5,3.1,0,105,1
"1719",3,28,70.5,224.27,444.77,2,297.5,930.5,3.1,0,105,1
"1720",4,28,33,298.51,128.4,1,297.5,930.5,3.1,0,105,1
"1721",5,28,85.5,164,137.9,1,297.5,930.5,3.1,0,105,1
"1722",6,28,47.5,278.28,136.5,1,297.5,930.5,3.1,0,105,1
"1723",7,28,84,171.58,434.28,2,297.5,930.5,3.1,0,105,1
"1724",8,28,65,240.31,443.61,2,297.5,930.5,3.1,0,105,1
"1725",1,29,99.5,31.58,232.78,2,353,713.7,2,0,105,1
"1726",2,29,75,209.17,178.5,1,353,713.7,2,0,105,1
"1727",3,29,70.5,224.27,181.4,1,353,713.7,2,0,105,1
"1728",4,29,93,116.23,150.5,1,353,713.7,2,0,105,1
"1729",5,29,97,76.88,272.98,2,353,713.7,2,0,105,1
"1730",6,29,85.5,164,166.6,1,353,713.7,2,0,105,1
"1731",7,29,81.5,183.24,348.04,2,353,713.7,2,0,105,1
"1732",8,29,75,209.17,360.77,2,353,713.7,2,0,105,1
"1733",1,30,8.5,315.08,345.38,2,220.5,786.2,3.6,0,105,1
"1734",2,30,77.5,199.84,476.14,2,220.5,786.2,3.6,0,105,1
"1735",3,30,70.5,224.27,475.67,2,220.5,786.2,3.6,0,105,1
"1736",4,30,40.5,289.13,121.6,1,220.5,786.2,3.6,0,105,1
"1737",5,30,97.5,70.27,117.2,1,220.5,786.2,3.6,0,105,1
"1738",6,30,64,242.98,471.18,2,220.5,786.2,3.6,0,105,1
"1739",7,30,78,197.89,133.5,1,220.5,786.2,3.6,0,105,1
"1740",8,30,69,228.89,133.2,1,220.5,786.2,3.6,0,105,1
"1741",1,31,70,225.83,407.83,2,347.5,903.5,2.6,0,105,1
"1742",2,31,80,189.74,153,1,347.5,903.5,2.6,0,105,1
"1743",3,31,70.5,224.27,156.8,1,347.5,903.5,2.6,0,105,1
"1744",4,31,35.5,295.63,149.2,1,347.5,903.5,2.6,0,105,1
"1745",5,31,85,166.58,387.58,2,347.5,903.5,2.6,0,105,1
"1746",6,31,96,88.54,338.14,2,347.5,903.5,2.6,0,105,1
"1747",7,31,96.5,82.93,333.83,2,347.5,903.5,2.6,0,105,1
"1748",8,31,79,193.88,153.6,1,347.5,903.5,2.6,0,105,1
"1749",1,32,70,225.83,430.33,2,267,780.1,2.9,0,105,1
"1750",2,32,75,209.17,146.6,1,267,780.1,2.9,0,105,1
"1751",3,32,70.5,224.27,430.27,2,267,780.1,2.9,0,105,1
"1752",4,32,31,300.65,391.25,2,267,780.1,2.9,0,105,1
"1753",5,32,95.5,93.79,372.79,2,267,780.1,2.9,0,105,1
"1754",6,32,73.5,214.42,146.9,1,267,780.1,2.9,0,105,1
"1755",7,32,65,240.31,147.2,1,267,780.1,2.9,0,105,1
"1756",8,32,93,116.23,132.8,1,267,780.1,2.9,0,105,1
"1757",1,33,71,222.69,170.3,1,307.5,689.5,2.2,0,105,1
"1758",2,33,78,197.89,166.3,1,307.5,689.5,2.2,0,105,1
"1759",3,33,70.5,224.27,170.5,1,307.5,689.5,2.2,0,105,1
"1760",4,33,26,305.35,363.65,2,307.5,689.5,2.2,0,105,1
"1761",5,33,98,62.93,282.63,2,307.5,689.5,2.2,0,105,1
"1762",6,33,97,76.88,294.38,2,307.5,689.5,2.2,0,105,1
"1763",7,33,99,44.61,118.9,1,307.5,689.5,2.2,0,105,1
"1764",8,33,86.5,158.67,352.57,2,307.5,689.5,2.2,0,105,1
"1765",1,34,71.5,221.08,435.68,2,315,945.5,3,0,105,1
"1766",2,34,73,216.12,145,1,315,945.5,3,0,105,1
"1767",3,34,72.5,217.8,435.4,2,315,945.5,3,0,105,1
"1768",4,34,52,270.11,142,1,315,945.5,3,0,105,1
"1769",5,34,89,144.19,137,1,315,945.5,3,0,105,1
"1770",6,34,85.5,164,420.6,2,315,945.5,3,0,105,1
"1771",7,34,8.5,315.08,113.5,1,315,945.5,3,0,105,1
"1772",8,34,85.5,164,420.6,2,315,945.5,3,0,105,1
"1773",1,35,71.5,221.08,154.4,1,274,730.5,2.7,0,105,1
"1774",2,35,80,189.74,151.2,1,274,730.5,2.7,0,105,1
"1775",3,35,73.5,214.42,410.42,2,274,730.5,2.7,0,105,1
"1776",4,35,31,300.65,383.25,2,274,730.5,2.7,0,105,1
"1777",5,35,87.5,153.09,144.9,1,274,730.5,2.7,0,105,1
"1778",6,35,89.5,141.06,379.66,2,274,730.5,2.7,0,105,1
"1779",7,35,80,189.74,403.04,2,274,730.5,2.7,0,105,1
"1780",8,35,85,166.58,147.5,1,274,730.5,2.7,0,105,1
"1781",1,36,71,222.69,156.5,1,351,914.1,2.6,0,105,1
"1782",2,36,78.5,195.9,153.7,1,351,914.1,2.6,0,105,1
"1783",3,36,76.5,203.66,402.86,2,351,914.1,2.6,0,105,1
"1784",4,36,32,299.6,147,1,351,914.1,2.6,0,105,1
"1785",5,36,95,98.74,346.14,2,351,914.1,2.6,0,105,1
"1786",6,36,92.5,120.16,361.06,2,351,914.1,2.6,0,105,1
"1787",7,36,78.5,195.9,153.7,1,351,914.1,2.6,0,105,1
"1788",8,36,87,155.92,382.52,2,351,914.1,2.6,0,105,1
"1789",1,37,67,234.76,435.86,2,267.5,802.9,3,0,105,1
"1790",2,37,78,197.89,143.9,1,267.5,802.9,3,0,105,1
"1791",3,37,81,185.45,142.8,1,267.5,802.9,3,0,105,1
"1792",4,37,34.5,296.81,400.41,2,267.5,802.9,3,0,105,1
"1793",5,37,2,316.16,107.3,1,267.5,802.9,3,0,105,1
"1794",6,37,79.5,191.83,430.43,2,267.5,802.9,3,0,105,1
"1795",7,37,94.5,103.43,129,1,267.5,802.9,3,0,105,1
"1796",8,37,86.5,158.67,418.27,2,267.5,802.9,3,0,105,1
"1797",1,38,69.5,227.37,406.87,2,258,666.5,2.6,0,105,1
"1798",2,38,80,189.74,396.44,2,258,666.5,2.6,0,105,1
"1799",3,38,72,219.45,405.45,2,258,666.5,2.6,0,105,1
"1800",4,38,36.5,294.41,388.71,2,258,666.5,2.6,0,105,1
"1801",5,38,88,150.2,146.1,1,258,666.5,2.6,0,105,1
"1802",6,38,69.5,227.37,157.5,1,258,666.5,2.6,0,105,1
"1803",7,38,91.5,127.58,140.9,1,258,666.5,2.6,0,105,1
"1804",8,38,86,161.37,148.5,1,258,666.5,2.6,0,105,1
